Aalto University																									
Internal Combustion Engine Laboratory																									
Engine: 44AWI																									
Project: Hercules																									
Reference: RCP Test Run																									
Operator: Jari																									
2017.05.18																									
Time(hh:mm:ss)	SpeedSet(rpm)	SpeedMea(rpm)	TorqSet(Nm)	TorqMea(Nm)	InManPSet(bar)	InManPMea(bar)	InManTMea(C)	ExManPMea(bar)	ExManTMea(C)	FRailPSet(bar)	FRailPCtrl(V)	FRailPMea(bar)	InjStrtSet(deg)	InjQuantSet(mg)	VGTPosSet(V)	VGTPosMea(V)	FMfClc(g/h)	AFRMea(AFR)	NOxMea(Vol%)	ExAirTMea(C)	AmbPMea(bar)	AmbRHMea(%RH)	AmbTMea(C)	IntPMea(bard)	ChargeAirTMea(C)
01:32.6	1300	1310.401245	100	100.0132	0.072104	0.081494	15.495396	-0.119898	231.366732	750	4.284601	788.38316	2.970857	18.081702	2.841373	2.848165	2926.200818	-11.872915	0	217.54474	1.019565	29.879657	27.609812	0.016605	42.659445
01:32.7	1300	1280.614624	100	100.0132	0.066771	0.065835	15.495396	0.013731	231.366732	750	4.294753	736.87735	2.920842	18.397763	2.835032	2.863622	2926.200818	-11.872915	0	217.54474	1.019565	29.879657	27.609812	0.016605	42.659445
01:32.8	1300	1285.925537	100	101.398558	0.06687	0.051487	15.315892	0.070708	231.231722	750	4.30645	699.793167	2.899163	18.543518	2.84932	2.858469	2989.331019	-11.868855	0	217.392161	1.019565	29.125632	30.4616	0.016605	42.70755
01:32.9	1300	1306.506348	100	98.627842	0.073167	0.072394	15.315892	-0.0662	231.231722	750	4.281749	708.034097	2.925761	18.526794	2.838645	2.848165	2989.331019	-11.868855	0	217.392161	1.019565	29.125632	30.4616	0.016605	42.70755
01:33.0	1300	1298.659058	100	101.398558	0.069959	0.077395	15.47191	0.046319	231.267265	750	4.260569	759.539907	2.919421	18.430015	2.832	2.858469	3087.835919	-11.879004	0	217.511347	1.019029	28.396194	30.811619	0.01656	42.672831
01:33.1	1300	1288.86731	100	102.783916	0.081743	0.053209	15.47191	0.068249	231.267265	750	4.260848	782.202463	3.024014	17.688707	2.835402	2.843013	3087.835919	-11.879004	0	217.511347	1.019029	28.396194	30.811619	0.01656	42.672831
01:33.2	1300	1299.714111	100	101.398558	0.074813	0.068458	15.439426	-0.0455	231.234791	750	4.28525	796.62409	2.970477	18.043582	2.841086	2.853317	2814.311767	-11.868855	0	217.454605	1.019297	30.357069	29.250881	0.01656	42.52469
01:33.3	1300	1286.380371	100	100.0132	0.074782	0.071984	15.439426	0.121946	231.234791	750	4.298321	794.563858	2.918317	18.373908	2.828217	2.837861	2814.311767	-11.868855	0	217.454605	1.019297	30.357069	29.250881	0.01656	42.52469
01:33.4	1300	1293.326538	100	100.0132	0.0784	0.061981	15.439426	0.187531	231.234791	750	4.308816	761.600139	2.911207	18.406685	2.83272	2.863622	2864.840502	-11.868855	0	217.454605	1.019297	30.357069	29.250881	0.01656	42.52469
01:33.5	1300	1307.403198	100	100.0132	0.076638	0.078707	15.406873	-0.078088	231.194863	750	4.311585	697.732935	2.893021	18.526287	2.834755	2.837861	2864.840502	-11.882049	0	217.43698	1.019297	27.488495	29.583686	0.01665	42.701942
01:33.6	1300	1288.825806	100	100.0132	0.069991	0.059522	15.406873	0.080341	231.194863	750	4.297444	722.455724	2.885428	18.5859	2.83255	2.843013	2865.053715	-11.882049	0	217.43698	1.019297	27.488495	29.583686	0.01665	42.701942
01:33.7	1300	1295.127075	100	98.627842	0.071195	0.062883	15.439184	-0.02398	231.107157	750	4.263816	749.238745	2.786684	19.297268	2.84029	2.837861	2865.053715	-11.868855	0	217.610178	1.019565	28.758864	27.159379	0.01656	42.650418
01:33.8	1300	1300.897583	100	100.0132	0.072889	0.05739	15.439184	0.011477	231.107157	750	4.272852	778.081998	2.899804	18.566541	2.829606	2.868774	3035.864763	-11.868855	0	217.610178	1.019565	28.758864	27.159379	0.01656	42.650418
01:33.9	1300	1307.189453	100	102.783916	0.071226	0.08133	15.312109	0.223603	231.136115	750	4.285064	790.443393	2.912891	18.489112	2.831214	2.853317	3035.864763	-11.87596	0	217.397664	1.019833	28.240472	29.299654	0.01656	42.620114
01:34.0	1300	1298.659058	100	100.0132	0.073852	0.059686	15.312109	-0.091205	231.136115	750	4.300624	773.961534	2.782719	19.351735	2.826121	2.858469	2771.490573	-11.87596	0	217.397664	1.019833	28.240472	29.299654	0.01656	42.620114
01:34.1	1300	1303.568481	100	98.627842	0.079049	0.0578	15.271604	0.056976	230.98536	750	4.30966	724.515956	2.937344	18.285074	2.834896	2.858469	2771.490573	-11.876975	0	217.289098	1.019833	28.599043	28.783234	0.016514	42.497279
01:34.2	1300	1318.521973	100	98.627842	0.074432	0.053045	15.271604	0.219708	230.98536	750	4.304129	705.973864	2.875129	18.70316	2.825852	2.853317	2902.689959	-11.876975	0	217.289098	1.019833	28.599043	28.783234	0.016514	42.497279
01:34.3	1300	1321.134888	100	100.0132	0.072549	0.070508	15.400905	-0.091819	231.012384	750	4.279343	743.058048	2.99621	17.867616	2.824646	2.848165	2902.689959	-11.872915	0	217.393928	1.019833	30.162416	27.853677	0.016605	42.633479
01:34.4	1300	1303.950928	100	101.398558	0.07487	0.075427	15.400905	0.051442	231.012384	750	4.267176	765.720604	2.941478	18.238653	2.819585	2.858469	2933.10994	-11.872915	0	217.393928	1.019833	30.162416	27.853677	0.016605	42.633479
01:34.5	1300	1295.336792	100	100.0132	0.072042	0.052635	15.525144	0.094073	231.22318	750	4.283594	800.744555	2.923378	18.349581	2.828757	2.848165	2933.10994	-11.874945	0	217.512268	1.019833	28.738374	31.41124	0.01656	42.741588
01:34.6	1300	1297.4375	100	98.627842	0.078652	0.052471	15.525144	-0.071529	231.22318	750	4.295291	769.841069	2.838232	18.924648	2.827713	2.843013	2791.56312	-11.874945	0	217.512268	1.019833	28.738374	31.41124	0.01656	42.741588
01:34.7	1300	1313.887817	100	100.0132	0.07488	0.072066	15.408207	0.076037	231.112873	750	4.315572	728.636421	2.899323	18.506689	2.817142	2.863622	2791.56312	-11.87596	0	217.394718	1.020101	28.422831	29.061527	0.016605	42.508513
01:34.8	1300	1310.015137	100	98.627842	0.08258	0.078297	15.408207	0.309068	231.112873	750	4.303062	703.913632	2.892115	18.55977	2.811006	2.843013	2970.250671	-11.87596	0	217.394718	1.020101	28.422831	29.061527	0.016605	42.508513
01:34.9	1300	1292.323486	100	98.627842	0.074653	0.05575	15.390085	-0.121333	231.128119	750	4.282395	730.696653	2.690062	19.948404	2.823405	2.853317	2970.250671	-11.879004	0	217.439716	1.020369	27.461859	30.051333	0.016424	42.642663
01:35.0	1300	1313.801514	100	98.627842	0.076494	0.063047	15.500303	0.053697	231.227369	750	4.267224	757.479674	2.883036	18.683243	2.825567	2.848165	2972.667056	-11.868855	0	217.566329	1.020101	29.367411	30.177569	0.01656	42.688746
01:35.1	1300	1308.215576	100	100.0132	0.074157	0.057882	15.500303	0.250656	231.227369	750	4.27789	788.38316	2.756342	19.541976	2.81477	2.848165	2972.667056	-11.868855	0	217.566329	1.020101	29.367411	30.177569	0.01656	42.688746
01:35.2	1300	1286.338989	100	101.398558	0.074983	0.06854	15.500303	-0.132605	231.227369	750	4.290789	773.961534	2.87578	18.739427	2.816742	2.848165	2846.41701	-11.868855	0	217.566329	1.020101	29.367411	30.177569	0.01656	42.688746
01:35.3	1300	1300.432373	100	98.627842	0.07214	0.061489	15.49369	0.046114	231.277346	750	4.308152	747.178512	2.964156	18.147856	2.814489	2.863622	2846.41701	-11.780554	0	217.450987	1.019297	28.488398	29.009885	0.01656	42.537037
01:35.4	1300	1305.269897	100	98.627842	0.078279	0.089447	15.49369	-0.216226	231.277346	750	4.303539	697.732935	2.804185	19.227868	2.815749	2.858469	2935.172099	-11.780554	0	217.450987	1.019297	28.488398	29.009885	0.01656	42.537037
01:35.5	1300	1285.264526	100	100.0132	0.074263	0.052963	15.400312	-0.02521	231.097882	750	4.291028	712.154562	2.869734	18.802909	2.813294	2.848165	2935.172099	-11.862765	0	217.394496	1.020369	29.293648	29.511961	0.01665	42.581608
01:35.6	1300	1312.895874	100	100.0132	0.080222	0.051323	15.400312	0.081775	231.097882	750	4.26401	745.11828	2.907196	18.547052	2.824145	2.863622	2902.331487	-11.862765	0	217.394496	1.020369	29.293648	29.511961	0.01665	42.581608
01:35.7	1300	1309.243164	100	101.398558	0.076488	0.056324	15.369716	0.083005	231.054126	750	4.267466	763.660372	2.85144	18.90457	2.807174	2.863622	2902.331487	-11.882049	0	217.378824	1.020369	29.959567	29.368511	0.016605	42.447557
01:35.8	1300	1307.702271	100	100.0132	0.074244	0.064195	15.369716	0.096327	231.054126	750	4.282168	788.38316	2.867	18.791452	2.805541	2.848165	2837.698506	-11.882049	0	217.378824	1.020369	29.959567	29.368511	0.016605	42.447557
01:35.9	1300	1322.357788	100	100.0132	0.071562	0.077969	15.463496	0.318291	230.856175	750	4.291805	740.997815	2.934537	18.304266	2.807793	2.858469	2837.698506	-11.884079	0	217.390961	1.020369	27.429075	29.861979	0.016514	42.379763
01:36.0	1300	1313.758301	100	102.783916	0.07499	0.069196	15.463496	0.107394	230.856175	750	4.306334	699.793167	2.932195	18.327761	2.808929	2.843013	3023.955954	-11.884079	0	217.390961	1.020369	27.429075	29.861979	0.016514	42.379763
01:36.1	1300	1301.61731	100	100.0132	0.075289	0.052225	15.226569	0.015986	230.853876	750	4.283866	710.094329	2.78424	19.314266	2.815329	2.858469	3023.955954	-11.880019	0	217.391898	1.020101	29.775159	28.788972	0.016514	42.467846
01:36.2	1300	1309.457642	100	100.0132	0.08117	0.074935	15.226569	0.343705	230.853876	750	4.260797	736.87735	2.987099	17.944604	2.807615	2.848165	2854.239163	-11.880019	0	217.391898	1.020101	29.775159	28.788972	0.016514	42.467846
01:36.3	1300	1303.186279	100	98.627842	0.080331	0.054274	15.463366	0.12543	230.890207	750	4.262193	763.660372	2.946655	18.209118	2.797878	2.863622	2854.239163	-11.877989	0	217.364398	1.020101	27.224177	29.012754	0.01656	42.374416
01:36.4	1300	1304.971924	100	100.0132	0.075256	0.063047	15.463366	0.115183	230.890207	750	4.273375	796.62409	2.786898	19.272682	2.810587	2.848165	2804.135701	-11.877989	0	217.364398	1.020101	27.224177	29.012754	0.01656	42.374416
01:36.5	1300	1304.248657	100	100.0132	0.079974	0.091907	15.452507	0.309068	230.592743	750	4.286788	765.720604	2.890693	18.549589	2.796813	2.853317	2804.135701	-11.874945	0	217.289104	1.020101	29.746473	28.854959	0.01656	42.255073
01:36.6	1300	1301.236206	100	100.0132	0.078788	0.057226	15.33635	0.091408	230.799431	750	4.305782	724.515956	2.905898	18.399351	2.800066	2.853317	2940.060718	-11.868855	0	217.364564	1.020101	28.709688	27.540956	0.016605	42.6061
01:36.7	1300	1305.866577	100	100.0132	0.075484	0.073378	15.33635	-0.029104	230.799431	750	4.292928	693.61247	2.896931	18.519015	2.816176	2.863622	2940.060718	-11.868855	0	217.364564	1.020101	28.709688	27.540956	0.016605	42.6061
01:36.8	1300	1305.227417	100	100.0132	0.081748	0.084446	15.33635	0.126455	230.799431	750	4.271919	710.094329	2.981375	17.943171	2.795366	2.848165	2840.236645	-11.868855	0	217.364564	1.020101	28.709688	27.540956	0.016605	42.6061
01:36.9	1300	1309.371826	100	100.0132	0.070694	0.058702	15.441471	0.159657	230.615257	750	4.253056	763.660372	2.955748	18.072695	2.808059	2.848165	2840.236645	-11.862765	0	217.260938	1.019833	28.754766	29.164811	0.016605	42.210923
01:37.0	1300	1300.305542	100	98.627842	0.073218	0.072968	15.441471	-0.122152	230.615257	750	4.257285	765.720604	2.945305	18.107378	2.812911	2.853317	2793.956038	-11.862765	0	217.260938	1.019833	28.754766	29.164811	0.016605	42.210923
01:37.1	1300	1287.788452	100	100.0132	0.080907	0.080101	15.533987	0.089769	230.584078	750	4.282974	813.105949	2.933592	18.181755	2.795737	2.853317	2793.956038	-11.866825	0	217.385674	1.020369	29.105142	29.270964	0.01656	42.284009
01:37.2	1300	1308.900513	100	100.0132	0.074354	0.043698	15.328097	0.162117	230.352184	750	4.285228	808.985484	2.959797	18.016646	2.805163	2.858469	2840.259755	-11.872915	0	217.152968	1.020101	30.713592	27.977044	0.016514	42.323616
01:37.3	1300	1304.248657	100	98.627842	0.073275	0.059768	15.328097	-0.11006	230.352184	750	4.312206	769.841069	2.931283	18.203545	2.809496	2.832709	2840.259755	-11.872915	0	217.152968	1.020101	30.713592	27.977044	0.016514	42.323616
01:37.4	1300	1291.03064	100	227.466118	0.077385	0.096826	15.328097	0.101246	230.352184	750	4.315232	710.094329	2.969141	17.925267	2.788121	2.853317	2704.274036	-11.872915	0	217.152968	1.020101	30.713592	27.977044	0.016514	42.323616
01:37.5	1300	1294.2052	100	101.398558	0.07242	0.063047	15.409676	0.201058	230.344532	750	4.298945	716.275026	2.913345	18.279533	2.796707	2.837861	2704.274036	-11.879004	0	217.325228	1.020101	28.834676	28.760282	0.016514	42.188049
01:37.6	1300	1304.248657	100	98.627842	0.073291	0.053209	15.409676	0.015166	230.344532	750	4.268235	730.696653	2.926278	18.196091	2.815254	2.843013	2826.57591	-11.879004	0	217.325228	1.020101	28.834676	28.760282	0.016514	42.188049
01:37.7	1300	1284.150391	100	97.242485	0.071295	0.059112	15.505118	0.17052	230.303556	750	4.268258	776.021766	2.805196	19.0387	2.799999	2.863622	2826.57591	-11.870885	0	217.257635	1.020369	29.926783	27.107737	0.01656	42.062377
01:37.8	1300	1296.260254	100	97.242485	0.074528	0.065835	15.324346	0.209871	230.185469	750	4.273259	798.684322	2.968654	17.951287	2.792232	2.848165	2874.823132	-11.874945	0	217.011943	1.020101	29.785403	29.853372	0.01656	42.250939
01:37.9	1300	1300.516968	100	98.627842	0.071049	0.058292	15.324346	0.130759	230.185469	750	4.296201	798.684322	2.931484	18.221643	2.795537	2.853317	2874.823132	-11.874945	0	217.011943	1.020101	29.785403	29.853372	0.01656	42.250939
01:38.0	1300	1302.380127	100	98.627842	0.066626	0.061325	15.340197	0.183842	230.017198	750	4.310645	751.298977	2.927775	18.202844	2.80058	2.858469	2753.436677	-11.887124	0	217.257328	1.020101	28.310137	28.077459	0.01656	42.027109
01:38.1	1300	1298.827759	100	98.627842	0.070702	0.053619	15.340197	0.139162	230.017198	750	4.314703	720.395491	2.958428	17.973443	2.794221	2.848165	2753.436677	-11.887124	0	217.257328	1.020101	28.310137	28.077459	0.01656	42.027109
01:38.2	1300	1288.327759	100	97.242485	0.070351	0.050667	15.340197	0.129119	230.017198	750	4.293092	718.335259	2.892427	18.41598	2.79502	2.858469	2800.548169	-11.887124	0	217.257328	1.020101	28.310137	28.077459	0.01656	42.027109
01:38.3	1300	1270.809448	100	100.0132	0.071667	0.076165	15.316693	0.176054	229.898962	750	4.276461	759.539907	2.897136	18.408961	2.78938	2.843013	2800.548169	-11.879004	0	217.097071	1.020101	30.463616	30.777191	0.016469	42.058425
01:38.4	1300	1303.016479	100	97.242485	0.076796	0.091169	15.316693	0.223193	229.898962	750	4.272878	792.503625	3.038806	17.440737	2.783499	2.868774	2984.651752	-11.879004	0	217.097071	1.020101	30.463616	30.777191	0.016469	42.058425
01:38.5	1300	1274.331787	100	98.627842	0.07202	0.060014	15.525888	0.095302	229.800538	750	4.292559	798.684322	2.922391	18.215658	2.79772	2.853317	2984.651752	-11.86987	0	217.166116	1.019029	30.324286	28.114756	0.016605	42.104459
01:38.6	1300	1301.913696	100	97.242485	0.083719	0.062309	15.525888	0.18958	229.800538	750	4.311253	784.262696	2.925302	18.190473	2.799856	2.858469	2966.073293	-11.86987	0	217.166116	1.019029	30.324286	28.114756	0.016605	42.104459
01:38.7	1300	1299.629639	100	98.627842	0.073862	0.055914	15.411318	0.202083	229.822525	750	4.318066	732.756886	2.948874	18.033261	2.78894	2.863622	2966.073293	-11.879004	0	217.079902	1.018762	29.36946	30.920641	0.01656	42.161272
01:38.8	1300	1278.935913	100	95.857127	0.068839	0.061571	15.411318	0.14859	229.822525	750	4.314312	708.034097	2.92177	18.191298	2.79175	2.837861	2867.054786	-11.879004	0	217.079902	1.018762	29.36946	30.920641	0.01656	42.161272
01:38.9	1300	1305.823975	100	97.242485	0.078273	0.085184	15.265918	0.150844	229.702147	750	4.289268	759.539907	2.787539	19.1038	2.782632	2.863622	2867.054786	-11.870885	0	216.895462	1.019565	30.223885	28.350015	0.01665	41.908925
01:39.0	1300	1289.989624	100	97.242485	0.072575	0.062883	15.265918	0.194089	229.702147	750	4.274439	786.322928	3.007463	17.60186	2.786919	2.848165	2901.843489	-11.870885	0	216.895462	1.019565	30.223885	28.350015	0.01665	41.908925
01:39.1	1300	1281.681641	100	94.471769	0.07274	0.056242	15.367732	0.046729	229.461494	750	4.298841	796.62409	2.891646	18.372192	2.798703	2.863622	2901.843489	-11.880019	0	217.063099	1.019833	27.199589	29.913621	0.016514	41.939098
01:39.2	1300	1293.661011	100	100.0132	0.072797	0.08092	15.367732	0.177078	229.461494	750	4.314144	761.600139	2.91193	18.211754	2.78763	2.853317	2731.214138	-11.880019	0	217.063099	1.019833	27.199589	29.913621	0.016514	41.939098
01:39.3	1300	1283.738159	100	100.0132	0.072353	0.049027	15.546752	0.188761	229.715967	750	4.32275	718.335259	2.883078	18.413034	2.783447	2.858469	2731.214138	-11.882049	0	217.09301	1.020101	28.46586	28.570928	0.016514	42.036055
01:39.4	1300	1282.914795	100	97.242485	0.071645	0.076083	15.546752	-0.13158	229.715967	750	4.307665	724.515956	2.805988	18.943098	2.795855	2.853317	2860.917336	-11.882049	0	217.09301	1.020101	28.46586	28.570928	0.016514	42.036055
01:39.5	1300	1295.672485	100	97.242485	0.077515	0.088709	15.295529	0.048778	229.545663	750	4.285196	767.780836	2.877577	18.490465	2.776173	2.848165	2860.917336	-11.87596	0	216.882555	1.020636	28.512986	29.649673	0.01656	42.191245
01:39.6	1300	1314.924316	100	97.242485	0.075599	0.041238	15.295529	0.059026	229.545663	750	4.285905	788.38316	2.769565	19.268955	2.789492	2.858469	2909.945752	-11.87596	0	216.882555	1.020636	28.512986	29.649673	0.01665	42.191245
01:39.7	1300	1297.185181	100	97.242485	0.075299	0.068048	15.37716	-0.082597	229.470858	750	4.307217	776.021766	2.860343	18.677303	2.796534	2.843013	2909.945752	-11.85769	0	217.066705	1.020636	29.867363	30.025512	0.01665	42.031416
01:39.8	1300	1284.232788	100	97.242485	0.080819	0.07141	15.37716	0.008607	229.470858	750	4.319858	720.395491	2.901697	18.46681	2.768948	2.868774	3066.904697	-11.85769	0	217.066705	1.020636	29.867363	30.025512	0.01665	42.031416
01:39.9	1300	1279.344971	100	98.627842	0.074739	0.046814	15.424695	0.307428	229.653854	750	4.316361	712.154562	2.884488	18.606985	2.783465	2.837861	3066.904697	-11.876975	0	216.832813	1.019029	27.205736	29.68697	0.016469	41.977927
01:40.0	1300	1305.696167	100	97.242485	0.081038	0.447896	15.424695	0.037711	229.653854	750	4.288398	736.87735	2.732023	19.658386	2.781317	2.858469	3034.710754	-11.876975	0	216.832813	1.019029	27.205736	29.68697	0.016469	41.977927
01:40.1	1300	1275.876465	100	98.627842	0.072539	0.059276	15.416371	0.066609	229.604483	750	4.281468	778.081998	2.910307	18.439928	2.771795	2.848165	3034.710754	-11.881034	0	216.850717	1.019833	28.420782	28.886518	0.016424	42.009309
01:40.2	1300	1283.655884	100	97.242485	0.071236	0.05821	15.416371	0.318086	229.604483	750	4.291705	763.660372	2.854475	18.816002	2.98761	2.858469	2914.494292	-11.881034	0	216.850717	1.019833	28.420782	28.886518	0.016424	42.009309
01:40.3	1300	1305.738647	100	97.242485	0.078619	0.075919	15.271261	0.131989	229.805358	750	4.312931	724.515956	2.73545	19.670544	2.804496	2.853317	2914.494292	-11.889154	0	217.183015	1.019833	29.830481	29.417284	0.016514	42.073777
01:40.4	1300	1284.604004	100	100.0132	0.081233	0.050093	15.404992	0.076652	230.107858	750	4.307459	701.8534	2.85531	18.912178	2.800891	2.858469	2934.937966	-11.866825	0	217.082405	1.020101	29.037525	29.368511	0.016605	42.199594
01:40.5	1300	1311.819336	100	100.0132	0.075688	0.063457	15.404992	0.229751	230.107858	750	4.287394	724.515956	2.765003	19.543266	2.811569	2.853317	2934.937966	-11.866825	0	217.082405	1.020101	29.037525	29.368511	0.016605	42.199594
01:40.6	1300	1300.770752	100	97.242485	0.07232	0.064605	15.491582	0.165806	230.305582	750	4.272995	757.479674	2.758642	19.599335	2.799423	2.858469	2844.316274	-11.884079	0	217.138855	1.020101	29.275207	30.80875	0.016514	42.19447
01:40.7	1300	1303.22876	100	97.242485	0.076346	0.212428	15.491582	0.14941	230.305582	750	4.281259	788.38316	2.83108	19.15777	2.802629	2.853317	2844.316274	-11.884079	0	217.138855	1.020101	29.275207	30.80875	0.016514	42.19447
01:40.8	1300	1292.950195	100	98.627842	0.075709	0.060178	15.491582	0.117232	230.305582	750	4.29699	743.058048	2.865307	18.936254	2.802522	2.858469	2964.962113	-11.884079	0	217.138855	1.020101	29.275207	30.80875	0.016514	42.19447
01:40.9	1300	1308.515015	100	97.242485	0.074473	0.063785	15.244619	0.181177	230.385426	750	4.314353	705.973864	2.912719	18.626972	2.882337	2.832709	2964.962113	-11.883064	0	217.124909	1.019297	29.709591	28.493465	0.01656	42.037999
01:41.0	1300	1287.912964	100	100.0132	0.078539	0.071738	15.244619	0.210486	230.385426	750	4.293	732.756886	2.766081	19.650302	2.809162	2.868774	2913.972224	-11.883064	0	217.124909	1.019297	29.709591	28.493465	0.01656	42.037999
01:41.1	1300	1313.542603	100	100.0132	0.077703	0.054193	15.472513	0.139777	230.591369	750	4.272335	763.660372	2.728845	19.953635	2.810038	2.837861	2913.972224	-11.8719	0	217.262912	1.019029	28.66666	31.962089	0.016605	42.273018
