Aalto University
Internal Combustion Engine Laboratory
Engine: 44AWI
Project: Hercules
Reference: RCP Test Run
Operator: Jari
2017.05.23

Time(hh:mm:ss)	SpeedSet(rpm)	SpeedMea(rpm)	TorqSet(Nm)	TorqMea(Nm)	InManPSet(bar)	InManPMea(bar)	InManTMea(C)	ExManPMea(bar)	ExManTMea(C)	FRailPSet(bar)	FRailPCtrl(V)	FRailPMea(bar)	InjStrtSet(deg)	InjQuantSet(mg)	VGTPosSet(V)	VGTPosMea(V)	FMfClc(g/h)	AFRMea(AFR)	NOxMea(Vol%)	ExAirTMea(C)	AmbPMea(bar)	AmbRHMea(%RH)	AmbTMea(C)	IntPMea(bard)	ChargeAirTMea(C)	
15:12:02.822	1600.000000	1596.551392	200.000000	202.529677	0.264043	0.114617	15.592371	0.531031	388.686808	1250.000000	3.481401	1231.333126	-4.000000	33.773363	3.561779	3.461265	6438.897732	-11.893214	0.000000	357.264839	1.009388	21.003470	32.246120	0.016514	55.391510
15:12:02.922	1600.000000	1602.628296	200.000000	201.144320	0.269767	0.073378	15.822778	-0.059437	389.030658	1250.000000	3.466969	1218.971732	-4.000000	33.819671	3.545691	3.492178	6234.621950	-11.876975	0.000000	357.586319	1.009388	21.187878	33.410935	0.016469	55.558231
15:12:03.022	1600.000000	1589.004150	200.000000	199.758962	0.282664	0.163892	15.807250	0.027258	389.067821	1250.000000	3.473889	1221.031964	-4.000000	34.698578	3.547585	3.481874	6189.613241	-11.879004	0.000000	357.569936	1.009923	20.222808	32.530151	0.016605	55.665113
15:12:03.122	1600.000000	1618.974365	200.000000	201.144320	0.276383	0.099778	15.725831	0.550092	389.210936	1250.000000	3.465637	1190.128478	-4.000000	35.371054	3.526465	3.502482	6157.240650	-11.865810	0.000000	357.500617	1.009388	22.021814	33.462577	0.016560	55.525150
15:12:03.222	1600.000000	1602.307129	200.000000	199.758962	0.282055	0.140033	15.867153	0.018650	389.234574	1250.000000	3.464168	1223.092197	-4.000000	34.758016	3.573275	3.497330	6329.586524	-11.875960	0.000000	357.652673	1.009120	18.845893	31.944875	0.016560	55.553938
15:12:03.458	1600.000000	1599.424072	200.000000	202.529677	0.287663	0.157907	15.706720	0.650519	389.212436	1250.000000	3.445014	1223.092197	-4.000000	34.619981	3.543871	3.533395	6101.287500	-11.882049	0.000000	357.487472	1.009120	19.597869	31.241969	0.016696	55.486637
15:12:03.558	1600.000000	1616.292114	200.000000	202.529677	0.288092	0.089611	15.561324	-0.073169	389.240398	1250.000000	3.457880	1188.068246	-4.000000	34.699787	3.565657	3.533395	6109.202627	-11.869870	0.000000	357.539319	1.009388	19.835551	32.673601	0.016605	55.351795
15:12:03.658	1600.000000	1600.896606	200.000000	201.144320	0.289185	0.114699	15.643741	0.070093	389.530386	1250.000000	3.455638	1239.574056	-4.000000	34.676289	3.578675	3.533395	6163.821832	-11.872915	0.000000	357.748321	1.009120	21.679634	32.713767	0.016741	55.356636
15:12:03.758	1600.000000	1583.594116	200.000000	199.758962	0.286657	0.170451	15.680484	0.696018	390.079396	1250.000000	3.434424	1214.851267	-4.000000	34.623795	3.546507	3.543699	5983.128835	-11.887124	0.000000	357.887514	1.009656	19.503616	31.591987	0.016560	55.426159
15:12:03.858	1600.000000	1598.529297	200.000000	203.915035	0.286984	0.094858	15.864031	-0.067430	390.856222	1250.000000	3.457162	1202.489873	-4.000000	35.430554	3.559231	3.533395	6089.770785	-11.886109	0.000000	358.170445	1.009656	21.249348	33.109690	0.016514	55.312250
15:12:03.958	1600.000000	1588.120850	200.000000	201.144320	0.289389	0.113961	15.788303	0.083825	391.485982	1250.000000	3.442902	1258.116148	-4.000000	34.875202	3.590654	3.554003	5904.302453	-11.874945	0.000000	358.363597	1.009656	19.753591	34.300326	0.016424	55.249529
15:12:04.058	1600.000000	1582.841919	200.000000	201.144320	0.280803	0.156021	15.600365	0.674908	392.480570	1250.000000	3.433277	1239.574056	-4.000000	34.753700	3.555579	3.538547	6022.515539	-11.867840	0.000000	358.650037	1.008852	19.978979	31.744045	0.016514	55.241774
15:12:04.158	1600.000000	1601.794067	200.000000	202.529677	0.290736	0.089611	15.732727	0.005123	393.464366	1250.000000	3.459449	1239.574056	-4.000000	35.429902	3.565498	3.579764	5809.373680	-11.823182	0.000000	359.049180	1.009388	19.966685	32.243251	0.016650	55.254684
15:12:04.258	1600.000000	1596.424072	200.000000	202.529677	0.276386	0.137000	15.535773	0.105140	394.559790	1250.000000	3.450082	1282.838936	-4.000000	35.044947	3.589444	3.579764	5864.938909	-11.869870	0.000000	359.449940	1.009120	21.138703	30.019774	0.016605	55.281630
15:12:04.358	1600.000000	1587.049683	200.000000	199.758962	0.291161	0.128637	15.750398	0.018650	395.761281	1250.000000	3.449213	1270.477542	-4.000000	34.666349	3.558141	3.584916	5873.987297	-11.875960	0.000000	359.965066	1.009120	19.890873	34.426562	0.016514	55.303056
15:12:04.459	1600.000000	1600.896606	200.000000	199.758962	0.298953	0.073214	15.639351	0.597846	396.981963	1250.000000	3.471779	1264.296845	-4.000000	34.893008	3.582944	3.579764	6221.915784	-11.868855	0.000000	360.240960	1.009120	20.448196	31.497310	0.016560	55.308746
15:12:04.559	1600.000000	1594.769165	200.000000	201.144320	0.283284	0.152414	15.652635	-0.002255	398.462246	1250.000000	3.467820	1262.236612	-4.000000	34.046927	3.581497	3.605524	6358.633250	-11.860735	0.000000	360.880039	1.009120	20.431804	33.158463	0.016514	55.287182
15:12:04.659	1600.000000	1593.562134	200.000000	201.144320	0.297790	0.100679	15.692737	0.015371	399.971796	1250.000000	3.466178	1286.959401	-4.000000	34.828320	3.553863	3.610676	6345.291745	-11.873930	0.000000	361.512706	1.009923	22.013618	32.708029	0.016605	55.276724
15:12:04.759	1600.000000	1596.296631	200.000000	202.529677	0.291197	0.098630	15.475890	0.182612	401.517946	1250.000000	3.466254	1289.019634	-4.000000	35.666081	3.594530	3.610676	6443.590769	-11.870885	0.000000	361.841105	1.008852	19.395020	31.933399	0.016605	55.340890
15:12:04.859	1600.000000	1597.954712	200.000000	202.529677	0.293221	0.155201	15.700213	0.169700	403.137471	1250.000000	3.480665	1278.718472	-4.000000	34.969767	3.570875	3.636437	6791.526238	-11.885094	0.000000	362.618855	1.009120	19.884726	31.405502	0.016560	55.383614
15:12:04.959	1600.000000	1599.168457	200.000000	199.758962	0.289401	0.082560	15.624117	0.370553	404.933673	1250.000000	3.484861	1270.477542	-4.000000	34.921012	3.569822	3.610676	6805.506481	-11.879004	0.000000	363.263821	1.009388	20.448196	34.257291	0.016560	55.409856
15:12:05.059	1600.000000	1596.296631	200.000000	198.373604	0.288111	0.110764	15.609577	-0.128916	406.605033	1250.000000	3.482533	1274.598007	-4.000000	35.177494	3.600351	3.631285	6893.113764	-11.876975	0.000000	363.919329	1.009388	20.917413	30.220604	0.016650	55.497686
15:12:05.159	1600.000000	1589.256592	200.000000	201.144320	0.289888	0.139787	15.498174	0.163756	408.207504	1250.000000	3.480462	1280.778704	-4.000000	34.788489	3.565603	3.615828	6966.755046	-11.871900	0.000000	364.379477	1.009120	21.028058	30.203390	0.016560	55.631027
15:12:05.259	1600.000000	1592.990723	200.000000	198.373604	0.299031	0.072804	15.736688	0.663226	409.673724	1250.000000	3.484401	1227.212662	-4.000000	35.157725	3.579427	3.641589	7088.400453	-11.888139	0.000000	365.091545	1.009388	21.148948	32.659256	0.016514	55.467050
15:12:05.359	1600.000000	1576.168457	200.000000	196.988246	0.286705	0.178650	15.579976	-0.067635	411.248966	1250.000000	3.489798	1258.116148	-4.000000	35.306175	3.596045	3.631285	6983.217736	-11.856676	0.000000	365.880010	1.009388	20.554743	33.009275	0.016560	55.458698
15:12:05.461	1600.000000	1594.896362	200.000000	199.758962	0.283383	0.126915	15.771589	0.032997	412.681050	1250.000000	3.463348	1274.598007	-4.000000	35.564064	3.563078	3.662197	7083.194886	-11.875960	0.000000	366.529469	1.008852	19.661387	31.330908	0.016605	55.654898
15:12:05.561	1600.000000	1596.806274	200.000000	198.373604	0.294740	0.090513	15.707968	0.501723	414.065497	1250.000000	3.478189	1210.730802	-4.000000	35.321955	3.618145	3.646741	6802.393482	-11.876975	0.000000	367.173333	1.009120	19.362236	31.721093	0.016560	55.688255
15:12:05.661	1600.000000	1573.935669	200.000000	198.373604	0.284161	0.128063	15.642031	0.031562	415.263310	1250.000000	3.487793	1258.116148	-4.000000	35.396885	3.596676	3.667350	7088.409981	-11.883064	0.000000	367.798751	1.008852	18.376676	32.917467	0.016605	55.612087
15:12:05.761	1600.000000	1597.061401	200.000000	199.758962	0.292212	0.089037	15.671837	0.034841	416.410493	1250.000000	3.455248	1276.658239	-4.000000	35.286921	3.579208	3.693110	6873.776891	-11.852616	0.000000	368.514955	1.008852	19.882677	32.162919	0.016469	55.832547
15:12:05.861	1600.000000	1580.715454	200.000000	198.373604	0.280326	0.084856	15.706744	0.198598	417.443317	1250.000000	3.477643	1221.031964	-4.000000	36.076833	3.598750	3.687958	6919.927055	-11.884079	0.000000	368.944516	1.008852	19.267983	31.890364	0.016560	55.815042
15:12:05.961	1600.000000	1584.095581	200.000000	196.988246	0.287845	0.146510	15.759886	0.138342	418.423740	1250.000000	3.488362	1258.116148	-4.000000	35.191902	3.579949	3.687958	6956.828786	-11.887124	0.000000	369.539915	1.009388	19.606065	31.365336	0.016696	55.884673
15:12:06.061	1600.000000	1595.341675	200.000000	202.529677	0.284583	0.075591	15.640391	0.083005	419.158736	1250.000000	3.460453	1282.838936	-4.000000	35.369256	3.576771	3.682806	7073.755004	-11.884079	0.000000	370.137111	1.009656	19.688024	31.712486	0.016560	55.957525
15:12:06.161	1600.000000	1596.232910	200.000000	198.373604	0.278047	0.117487	15.896319	-0.045295	419.906189	1250.000000	3.478126	1223.092197	-4.000000	35.718393	3.608905	3.698262	7085.851547	-11.875960	0.000000	370.719867	1.009120	19.444195	32.065373	0.016514	55.968998
15:12:06.261	1600.000000	1595.596069	200.000000	199.758962	0.274509	0.141755	15.613126	0.134038	420.367302	1250.000000	3.492194	1256.055915	-4.000000	35.569205	3.574366	3.677654	6772.861322	-11.875960	0.000000	370.980584	1.008852	21.099772	33.046572	0.016424	55.988720
15:12:06.361	1600.000000	1603.720703	200.000000	199.758962	0.272075	0.063867	15.726044	0.136293	420.839160	1250.000000	3.462568	1278.718472	-4.000000	36.130646	3.595026	3.703414	6951.200684	-11.828257	0.000000	371.451772	1.009120	21.087478	32.564579	0.016605	55.941663
15:12:06.490	1600.000000	1598.018555	200.000000	201.144320	0.279398	0.097974	15.786162	-0.173595	421.250959	1250.000000	3.478181	1225.152429	-4.000000	35.742738	3.609628	3.677654	6725.060509	-11.888139	0.000000	372.028350	1.009656	19.552791	31.649367	0.016469	55.880859
15:12:06.590	1600.000000	1601.024658	200.000000	199.758962	0.278863	0.159710	15.712940	0.152484	421.864554	1250.000000	3.490961	1251.935450	-4.000000	35.978025	3.570919	3.693110	6701.897387	-11.856676	0.000000	372.436613	1.009120	20.462539	33.758084	0.016514	56.042998
15:12:06.690	1600.000000	1593.625488	200.000000	199.758962	0.269513	0.066655	15.775618	0.546813	422.274973	1250.000000	3.464340	1280.778704	-4.000000	36.662014	3.586382	3.682806	6636.956781	-11.862765	0.000000	372.790726	1.009120	19.839648	34.050723	0.016560	55.955216
15:12:06.790	1600.000000	1589.256592	200.000000	201.144320	0.263900	0.097564	15.606371	-0.201059	422.859016	1250.000000	3.476776	1225.152429	-4.000000	35.612822	3.619654	3.693110	6795.375230	-11.892199	0.000000	373.285530	1.008852	20.011763	32.211692	0.016469	55.775061
15:12:06.890	1600.000000	1603.078003	200.000000	199.758962	0.269779	0.139296	15.702832	0.139572	423.230550	1250.000000	3.492575	1245.754753	-4.000000	35.719265	3.574235	3.693110	6688.815514	-11.871900	0.000000	373.664250	1.009388	19.858089	34.529846	0.016514	55.818005
15:12:06.990	1600.000000	1601.858154	200.000000	202.529677	0.274408	0.059850	15.702507	0.440852	423.724801	1250.000000	3.465009	1286.959401	-4.000000	36.273269	3.588199	3.693110	6536.977548	-11.876975	0.000000	374.011425	1.009656	20.323208	35.376202	0.016469	55.765288
15:12:07.090	1600.000000	1607.846436	200.000000	201.144320	0.257510	0.122406	15.731301	-0.220325	424.080892	1250.000000	3.474098	1229.272894	-4.000000	35.751730	3.610601	3.698262	6663.408734	-11.879004	0.000000	374.545765	1.009120	20.237151	34.022033	0.016514	55.596572
15:12:07.191	1600.000000	1607.458618	200.000000	199.758962	0.275262	0.138640	15.716758	0.132809	424.570651	1250.000000	3.496090	1266.357077	-4.000000	35.739511	3.570842	3.687958	6685.247711	-11.884079	0.000000	374.937810	1.009120	20.253543	32.326452	0.016514	55.776152
15:12:07.291	1600.000000	1607.846436	200.000000	201.144320	0.272602	0.059768	15.846852	0.547837	425.009906	1250.000000	3.467910	1293.140098	-4.000000	35.783091	3.601381	3.703414	6823.381312	-11.854646	0.000000	375.370847	1.009120	20.866188	33.476922	0.016560	55.722326
15:12:07.391	1600.000000	1593.498535	200.000000	196.988246	0.271778	0.114371	15.556655	-0.161913	425.209926	1250.000000	3.486270	1237.513824	-4.000000	35.889145	3.612041	3.672502	6592.376619	-11.882049	0.000000	375.659487	1.009120	21.861993	33.462577	0.016514	55.554225
15:12:07.488	1600.000000	1612.058105	200.000000	198.373604	0.269484	0.142083	15.722637	0.077881	425.651408	1250.000000	3.502140	1278.718472	-4.000000	35.686078	3.572539	3.698262	6651.174544	-11.865810	0.000000	376.192397	1.009120	22.275887	33.149856	0.016605	55.653416
15:12:07.588	1600.000000	1610.565430	200.000000	199.758962	0.286212	0.133064	15.766061	0.349853	425.911410	1250.000000	3.475605	1291.079866	-4.000000	35.523933	3.598763	3.698262	6730.421641	-11.887124	0.000000	376.431011	1.009388	20.003567	31.689534	0.016514	55.550582
15:12:07.688	1600.000000	1609.917114	200.000000	201.144320	0.278303	0.088955	15.652642	-0.183023	426.230979	1250.000000	3.496883	1225.152429	-4.000000	35.921886	3.614972	3.677654	6644.643797	-11.865810	0.000000	376.906988	1.009120	19.882677	32.065373	0.016605	55.618080
15:12:07.788	1600.000000	1588.183960	200.000000	199.758962	0.276929	0.094038	15.706456	0.166421	426.491111	1250.000000	3.506030	1268.417310	-4.000000	36.121294	3.613593	3.698262	6674.018150	-11.881034	0.000000	377.223204	1.008584	19.241346	32.073980	0.016514	55.512474
15:12:07.888	1600.000000	1601.794067	200.000000	199.758962	0.267637	0.123226	15.684573	0.212535	426.555866	1250.000000	3.473729	1268.417310	-4.000000	35.441435	3.592456	3.703414	6725.574449	-11.867840	0.000000	377.498538	1.009388	19.755640	34.587226	0.016560	55.494000
15:12:07.988	1600.000000	1595.978271	200.000000	202.529677	0.267229	0.099122	15.765473	-0.085466	426.724966	1250.000000	3.495094	1225.152429	-4.000000	35.486694	3.594289	3.687958	6562.564420	-11.875960	0.000000	377.900942	1.009120	20.776033	32.145705	0.016560	55.422923
15:12:08.088	1600.000000	1607.135742	200.000000	199.758962	0.277000	0.099368	15.743222	0.127070	427.034440	1250.000000	3.496629	1270.477542	-4.000000	35.045654	3.609602	3.703414	6466.443474	-11.848556	0.000000	378.106621	1.009120	19.810963	34.194173	0.016605	55.490018
15:12:08.188	1600.000000	1598.785034	200.000000	199.758962	0.271823	0.127981	15.734902	0.169905	427.264175	1250.000000	3.474728	1268.417310	-4.000000	35.130993	3.598481	3.677654	6725.808482	-11.887124	0.000000	378.442413	1.009388	20.567037	31.721093	0.016560	55.413809
15:12:08.288	1600.000000	1601.024658	200.000000	201.144320	0.270132	0.079773	15.640349	-0.070914	427.491279	1250.000000	3.497209	1233.393359	-4.000000	35.418514	3.598541	3.703414	6588.818265	-11.881034	0.000000	378.804755	1.008852	20.159290	34.747890	0.016560	55.218601
15:12:08.388	1600.000000	1603.784912	200.000000	201.144320	0.276987	0.150528	15.704977	0.183842	427.909128	1250.000000	3.497799	1276.658239	-4.000000	35.793493	3.613988	3.698262	6702.330960	-11.869870	0.000000	379.039559	1.009120	19.624505	32.642042	0.016560	55.372028
15:12:08.479	1600.000000	1602.885254	200.000000	201.144320	0.271383	0.056570	15.679298	0.092638	428.127052	1250.000000	3.480363	1253.995683	-4.000000	34.827766	3.590207	3.677654	6909.444921	-11.868855	0.000000	379.471413	1.008584	20.376482	30.257901	0.016605	55.355727
15:12:08.579	1600.000000	1599.232422	200.000000	198.373604	0.271502	0.092317	15.654806	0.108624	428.533147	1250.000000	3.502414	1239.574056	-4.000000	34.729431	3.626847	3.677654	6735.385177	-11.869870	0.000000	379.759880	1.009120	20.917413	33.620372	0.016741	55.305931
15:12:08.679	1600.000000	1595.150757	200.000000	199.758962	0.268288	0.129703	15.689057	0.133423	428.672632	1250.000000	3.492360	1262.236612	-4.000000	35.623854	3.580164	3.677654	6699.766206	-11.879004	0.000000	380.063313	1.009388	21.898875	32.492854	0.016424	55.319504
15:12:08.779	1600.000000	1602.499878	200.000000	201.144320	0.270736	0.063703	15.673046	0.035866	428.805482	1250.000000	3.484876	1233.393359	-4.000000	34.944924	3.595907	3.698262	6704.219907	-11.848556	0.000000	380.231941	1.008852	20.608016	33.525695	0.016514	55.310084
15:12:08.879	1600.000000	1582.403564	200.000000	198.373604	0.267903	0.097974	15.608155	0.439827	429.168340	1250.000000	3.496282	1247.814986	-4.000000	34.872190	3.615518	3.672502	6702.717933	-11.858705	0.000000	380.507812	1.009656	20.040449	34.357706	0.016650	55.294530
15:12:08.979	1600.000000	1585.791504	200.000000	201.144320	0.267879	0.471345	15.713752	-0.005124	429.368163	1250.000000	3.481680	1247.814986	-4.000000	35.548408	3.582243	3.693110	6747.363485	-11.870885	0.000000	380.816279	1.009923	21.093625	34.053592	0.016560	55.144305
15:12:09.079	1600.000000	1596.105591	200.000000	201.144320	0.263955	0.105271	15.645693	0.090588	429.950364	1250.000000	3.488108	1243.694521	-4.000000	34.981721	3.597782	3.687958	6759.096023	-11.869870	0.000000	381.142203	1.009656	19.780228	35.358988	0.016560	55.437482
15:12:09.179	1600.000000	1585.225708	200.000000	198.373604	0.279133	0.089201	15.702120	0.654413	430.314017	1250.000000	3.487926	1256.055915	-4.000000	35.103212	3.799855	3.682806	6930.012016	-11.893214	0.000000	381.478399	1.009120	21.001421	32.573186	0.016514	55.268706
15:12:09.279	1600.000000	1597.635498	200.000000	201.144320	0.270623	0.121668	15.743156	-0.139163	430.775279	1250.000000	3.485505	1231.333126	-4.000000	35.298849	3.632511	3.698262	6998.913379	-11.870885	0.000000	381.934204	1.008584	19.733101	31.012449	0.016560	55.201560
15:12:09.379	1600.000000	1603.527710	200.000000	201.144320	0.256022	0.136508	15.790059	0.096122	431.247542	1250.000000	3.491675	1270.477542	-4.000000	35.161327	3.624246	3.672502	6948.433453	-11.873930	0.000000	382.074615	1.009120	20.069134	34.403610	0.016650	55.527469
15:12:09.486	1600.000000	1589.004150	200.000000	196.988246	0.277713	0.085758	15.582397	0.548657	431.459475	1250.000000	3.478793	1260.176380	-4.000000	35.226916	3.640932	3.687958	6846.372909	-11.871900	0.000000	382.370717	1.008852	19.927755	31.411240	0.016514	55.266905
15:12:09.586	1600.000000	1601.281128	200.000000	201.144320	0.280287	0.104287	15.686089	-0.094689	431.605427	1250.000000	3.498441	1235.453591	-4.000000	35.476310	3.650776	3.667350	7022.969380	-11.880019	0.000000	382.801801	1.009120	19.815061	34.920030	0.016560	55.356224
15:12:09.686	1600.000000	1602.114746	200.000000	202.529677	0.270850	0.138968	15.697337	0.157608	431.799949	1250.000000	3.494593	1276.658239	-4.000000	35.645919	3.626328	3.693110	6844.390946	-11.880019	0.000000	382.947414	1.009120	19.827355	34.245815	0.016514	55.426721
15:12:09.786	1600.000000	1610.176270	200.000000	199.758962	0.269307	0.069196	15.796827	0.180767	431.691320	1250.000000	3.482054	1258.116148	-4.000000	35.378135	3.635178	3.672502	6824.170647	-11.870885	0.000000	383.079007	1.009120	19.696220	34.980279	0.016469	55.249231
15:12:09.886	1600.000000	1595.659790	200.000000	203.915035	0.271252	0.109042	15.644548	-0.020496	431.668477	1250.000000	3.503166	1241.634288	-4.000000	36.356232	3.654321	3.687958	6925.901534	-11.865810	0.000000	383.203057	1.009388	19.839648	33.847023	0.016514	55.333347
15:12:09.986	1600.000000	1612.903198	200.000000	201.144320	0.278965	0.146592	15.801309	0.118872	431.587139	1250.000000	3.495343	1274.598007	-4.000000	35.533574	3.619775	3.672502	6708.581056	-11.870885	0.000000	383.643224	1.009120	21.028058	30.582099	0.016560	55.355926
15:12:10.086	1600.000000	1611.603516	200.000000	199.758962	0.272956	0.091907	15.559588	0.017215	431.443869	1250.000000	3.487092	1247.814986	-4.000000	35.424028	3.638792	3.682806	6745.488336	-11.854646	0.000000	383.734813	1.008852	20.317061	33.112559	0.016469	55.345392
15:12:10.186	1600.000000	1613.358521	200.000000	201.144320	0.265879	0.084610	15.634395	0.507052	431.210090	1250.000000	3.504250	1262.236612	-4.000000	35.578238	3.659885	3.687958	6911.097352	-11.869870	0.000000	383.892877	1.009388	19.843746	31.322301	0.016696	55.354566
15:12:10.286	1600.000000	1608.880981	200.000000	202.529677	0.271866	0.134950	15.696784	0.054107	431.132920	1250.000000	3.491793	1251.935450	-4.000000	35.657849	3.634146	3.651893	6619.733511	-11.870885	0.000000	383.974558	1.008852	20.982980	30.257901	0.016560	55.465776
15:12:10.386	1600.000000	1613.814209	200.000000	201.144320	0.280380	0.096416	15.591803	-0.019676	431.409758	1250.000000	3.499431	1247.814986	-4.000000	35.366339	3.629519	3.687958	6591.403809	-11.855661	0.000000	384.162605	1.009388	20.095771	32.280548	0.016514	55.374314
15:12:10.489	1600.000000	1606.942017	200.000000	202.529677	0.265480	0.142001	15.715433	0.584934	431.454269	1250.000000	3.494859	1231.333126	-4.000000	36.096518	3.655504	3.672502	6854.460688	-11.892199	0.000000	384.502642	1.009923	21.554646	31.637891	0.016605	55.291038
15:12:10.589	1600.000000	1607.135742	200.000000	199.758962	0.273971	0.093219	15.702187	-0.085671	431.609212	1250.000000	3.492788	1204.550105	-4.000000	35.479168	3.637544	3.646741	6772.820637	-11.875960	0.000000	384.530727	1.009120	21.376384	31.362467	0.016514	55.341208
15:12:10.689	1600.000000	1612.187988	200.000000	198.373604	0.270991	0.115273	15.781643	0.015576	431.862203	1250.000000	3.483670	1243.694521	-4.000000	35.413604	3.661937	3.667350	6842.696994	-11.892199	0.000000	384.886001	1.009120	20.493274	32.114146	0.016514	55.445319
15:12:10.789	1600.000000	1600.255981	200.000000	199.758962	0.277113	0.148970	15.686568	0.546403	432.307018	1250.000000	3.467660	1188.068246	-4.000000	35.006335	3.639014	3.651893	7008.386577	-11.888139	0.000000	385.195308	1.009388	21.132556	32.989192	0.016560	55.487607
15:12:10.889	1600.000000	1607.458618	200.000000	199.758962	0.276825	0.071492	15.835322	-0.091205	432.500329	1250.000000	3.485076	1225.152429	-4.000000	35.168856	3.650395	3.667350	6862.615914	-11.867840	0.000000	385.532223	1.009388	21.249348	33.385114	0.016514	55.504464
15:12:10.989	1600.000000	1611.603516	200.000000	198.373604	0.277418	0.119864	15.692534	0.079111	432.696000	1250.000000	3.454419	1243.694521	-4.000000	34.814517	3.669920	3.646741	6923.938811	-11.874945	0.000000	385.517791	1.009120	20.472784	31.503048	0.016560	55.314545
15:12:11.089	1600.000000	1598.146240	200.000000	198.373604	0.274691	0.141427	15.802515	0.439827	432.870035	1250.000000	3.469310	1194.248943	-4.000000	35.218621	3.632034	3.672502	6769.915619	-11.879004	0.000000	385.942493	1.009388	18.688121	32.010862	0.016514	55.428627
15:12:11.189	1600.000000	1605.072021	200.000000	202.529677	0.282861	0.089365	15.635220	-0.045295	432.764121	1250.000000	3.477296	1235.453591	-4.000000	35.368922	3.655860	3.662197	6790.810458	-11.823182	0.000000	386.013081	1.009120	20.319110	31.784211	0.016514	55.493256
15:12:11.289	1600.000000	1608.298828	200.000000	199.758962	0.271165	0.104533	15.722193	0.072143	432.812426	1250.000000	3.449987	1256.055915	-4.000000	34.801374	3.669195	3.651893	6877.017364	-11.877989	0.000000	386.166082	1.009120	20.874384	32.211692	0.016650	55.494862
