Aalto University
Internal Combustion Engine Laboratory
Engine: 44AWI
Project: Hercules
Reference: RCP Test Run
Operator: Jari
2017.05.23

Time(hh:mm:ss)	SpeedSet(rpm)	SpeedMea(rpm)	TorqSet(Nm)	TorqMea(Nm)	InManPSet(bar)	InManPMea(bar)	InManTMea(C)	ExManPMea(bar)	ExManTMea(C)	FRailPSet(bar)	FRailPCtrl(V)	FRailPMea(bar)	InjStrtSet(deg)	InjQuantSet(mg)	VGTPosSet(V)	VGTPosMea(V)	FMfClc(g/h)	AFRMea(AFR)	NOxMea(Vol%)	ExAirTMea(C)	AmbPMea(bar)	AmbRHMea(%RH)	AmbTMea(C)	IntPMea(bard)	ChargeAirTMea(C)	
15:06:46.071	1600.000000	1612.058105	200.000000	199.758962	0.253067	0.473559	23.402891	0.563004	324.888938	1100.000000	3.651599	1113.899880	13.000000	32.522192	1.613439	1.797136	5985.960268	-11.876975	0.000000	276.152880	1.009388	18.893019	32.845742	0.016560	91.796389
15:06:46.156	1600.000000	1572.512451	200.000000	201.144320	0.249876	0.518980	23.322013	1.121499	324.204368	1100.000000	3.655891	1109.779415	13.000000	31.262862	1.570593	1.817745	6021.118298	-11.881034	0.000000	275.530604	1.009656	19.601967	35.479486	0.016560	91.557559
15:06:46.256	1600.000000	1612.448242	200.000000	201.144320	0.247332	0.437238	23.473317	0.394533	323.652785	1100.000000	3.650404	1122.140809	13.000000	32.392963	1.580490	1.807441	5902.502615	-11.664850	0.000000	275.529929	1.009120	20.347796	31.827246	0.016469	91.592799
15:06:46.356	1600.000000	1601.345093	200.000000	199.758962	0.244197	0.493891	23.444576	0.515250	323.241245	1100.000000	3.649331	1099.478253	13.000000	31.082356	1.602889	1.817745	5860.771612	-11.871900	0.000000	275.278578	1.009388	20.151094	34.610178	0.016560	91.739709
15:06:46.456	1600.000000	1574.307373	200.000000	201.144320	0.255241	0.452078	23.373908	1.069646	322.639991	1100.000000	3.656841	1091.237323	13.000000	31.456606	1.560194	1.817745	5911.197309	-11.886109	0.000000	274.930102	1.009388	19.964636	35.192586	0.016514	91.712116
15:06:46.556	1600.000000	1594.769165	200.000000	198.373604	0.247266	0.441419	23.261096	0.838870	322.166081	1100.000000	3.646411	1111.839647	13.000000	32.125231	1.585651	1.812593	5931.314302	-11.872915	0.000000	274.562449	1.009120	18.776227	32.269072	0.016605	91.568400
15:06:46.521	1600.000000	1610.435791	200.000000	199.758962	0.231654	0.880217	23.337227	0.548657	321.732298	1100.000000	3.641904	1089.177091	13.000000	30.341604	1.562493	1.822897	5967.713526	-11.868855	0.000000	274.277450	1.009388	18.788521	32.306369	0.016650	91.517579
15:06:46.621	1600.000000	1602.692505	200.000000	203.915035	0.240625	0.487168	23.436630	0.800339	321.469508	1100.000000	3.652333	1078.875929	13.000000	31.073551	1.552727	1.817745	5933.356854	-11.882049	0.000000	274.123844	1.009388	20.501469	32.160050	0.016560	91.486907
15:06:46.721	1600.000000	1589.193481	200.000000	196.988246	0.228065	0.447896	23.346411	0.865514	321.392550	1100.000000	3.641044	1107.719182	13.000000	32.137644	1.785527	1.822897	6268.384470	-11.877989	0.000000	273.840580	1.009120	19.575330	32.079718	0.016560	91.421472
15:06:46.821	1600.000000	1614.009521	200.000000	198.373604	0.243717	0.516192	23.363222	0.566898	321.291994	1100.000000	3.634562	1082.996394	13.000000	31.035651	1.604310	1.802289	5940.209282	-11.867840	0.000000	273.736924	1.009120	20.360090	33.270354	0.016605	91.510292
15:06:46.921	1600.000000	1587.679687	200.000000	199.758962	0.236574	0.467819	23.509983	0.595796	321.344565	1100.000000	3.648426	1074.755464	13.000000	31.408092	1.581969	1.833201	6068.645678	-11.870885	0.000000	273.756507	1.009120	20.462539	32.240382	0.016560	91.460106
15:06:47.021	1600.000000	1615.117432	200.000000	201.144320	0.250423	0.459211	23.411717	0.741108	321.295554	1100.000000	3.635677	1099.478253	13.000000	32.365650	1.614620	1.807441	6121.633206	-11.858705	0.000000	273.543066	1.009120	19.456489	33.720787	0.016514	91.325808
