Aalto University
Internal Combustion Engine Laboratory
Engine: 44AWI
Project: Hercules
Reference: RCP Test Run
Operator: Jari
2017.05.23

Time(hh:mm:ss)	SpeedSet(rpm)	SpeedMea(rpm)	TorqSet(Nm)	TorqMea(Nm)	InManPSet(bar)	InManPMea(bar)	InManTMea(C)	ExManPMea(bar)	ExManTMea(C)	FRailPSet(bar)	FRailPCtrl(V)	FRailPMea(bar)	InjStrtSet(deg)	InjQuantSet(mg)	VGTPosSet(V)	VGTPosMea(V)	FMfClc(g/h)	AFRMea(AFR)	NOxMea(Vol%)	ExAirTMea(C)	AmbPMea(bar)	AmbRHMea(%RH)	AmbTMea(C)	IntPMea(bard)	ChargeAirTMea(C)	
15:10:11.797	1600.000000	1594.578247	200.000000	199.758962	0.233500	0.097974	16.822203	-0.040581	378.156989	1400.000000	3.366479	1352.886838	4.500000	31.212015	3.371498	3.322159	5936.156843	-11.812018	0.000000	347.125904	1.009120	21.382531	31.870281	0.016560	56.539193
15:10:11.897	1600.000000	1588.499268	200.000000	199.758962	0.215442	0.145855	16.839204	0.197369	378.019366	1400.000000	3.374400	1377.609627	4.500000	31.762786	3.335641	3.301550	5989.796769	-11.870885	0.000000	347.102159	1.008852	19.729004	31.698141	0.016650	56.567564
15:10:11.997	1600.000000	1609.010498	200.000000	201.144320	0.224885	0.068048	16.791173	-0.001230	377.846108	1400.000000	3.357254	1414.693810	4.500000	31.906225	3.347609	3.306702	6019.625344	-11.876975	0.000000	347.084642	1.009120	19.153240	34.466728	0.016514	56.835118
15:10:12.123	1600.000000	1594.006714	200.000000	199.758962	0.242011	0.099286	16.687943	0.065379	377.705244	1400.000000	3.366719	1389.971021	4.500000	31.117085	3.373376	3.332463	5965.450253	-11.865810	0.000000	346.848881	1.008852	21.521862	31.804294	0.016514	56.762869
15:10:12.223	1600.000000	1589.509277	200.000000	196.988246	0.234537	0.126751	16.736270	0.487171	377.506708	1400.000000	3.384940	1398.211951	4.500000	31.874487	3.335052	3.317007	5952.571718	-11.869870	0.000000	346.729498	1.008584	19.474930	30.498897	0.016560	56.606195
15:10:12.323	1600.000000	1604.750122	200.000000	201.144320	0.229476	0.080592	16.805634	0.146745	377.524333	1400.000000	3.372773	1431.175669	4.500000	30.256617	3.349310	3.301550	6083.426983	-11.858705	0.000000	346.755207	1.008852	19.714661	34.529846	0.016560	56.853608
15:10:12.423	1600.000000	1594.642090	200.000000	199.758962	0.227785	0.159792	16.663331	0.052877	377.629112	1400.000000	3.376402	1398.211951	4.500000	31.057977	3.364128	3.337615	6020.963850	-11.867840	0.000000	346.737502	1.008852	19.300766	34.951589	0.016514	56.785133
15:10:12.523	1600.000000	1587.490601	200.000000	199.758962	0.229988	0.127571	16.707890	0.352518	377.704330	1400.000000	3.394108	1404.392648	4.500000	31.474324	3.341354	3.301550	6036.587579	-11.880019	0.000000	346.659423	1.009120	20.921511	34.182697	0.016560	56.850056
15:10:12.623	1600.000000	1606.361206	200.000000	201.144320	0.230921	0.075673	16.764606	0.189580	377.646154	1400.000000	3.378851	1433.235902	4.500000	30.807203	3.382637	3.327311	5954.639213	-11.857690	0.000000	346.621885	1.008852	20.817013	33.669145	0.016424	56.934834
15:10:12.723	1600.000000	1594.896362	200.000000	196.988246	0.225493	0.331392	16.680765	0.047138	377.886763	1400.000000	3.382049	1400.272183	4.500000	30.998613	3.370166	3.306702	6030.279520	-11.880019	0.000000	346.713279	1.008852	19.192170	34.802401	0.016560	57.006547
15:10:12.823	1600.000000	1602.628296	200.000000	201.144320	0.231996	0.131179	16.767364	0.173594	377.924571	1400.000000	3.398039	1408.513113	4.500000	31.464323	3.344352	3.317007	6111.733777	-11.822167	0.000000	346.666325	1.009388	19.915461	32.111277	0.016560	56.897718
15:10:12.923	1600.000000	1606.683960	200.000000	201.144320	0.238552	0.119783	16.661882	0.179743	378.124630	1400.000000	3.382953	1441.476831	4.500000	31.182403	3.480840	3.291246	6050.321701	-11.869870	0.000000	346.607159	1.009388	20.864139	33.646193	0.016560	56.945795
15:10:13.023	1600.000000	1597.061401	200.000000	198.373604	0.232491	0.112158	16.731283	-0.032998	378.203815	1400.000000	3.387440	1387.910789	4.500000	30.889876	3.391673	3.306702	6020.136811	-11.887124	0.000000	346.818106	1.008852	19.577379	32.421129	0.016605	57.087119
15:10:13.190	1600.000000	1602.371460	200.000000	199.758962	0.233688	0.128063	16.701458	0.045499	378.134673	1400.000000	3.406004	1414.693810	4.500000	31.463015	3.388099	3.301550	5973.214075	-11.893214	0.000000	346.613468	1.009388	20.655143	32.177264	0.016605	57.007465
15:10:13.290	1600.000000	1607.652466	200.000000	202.529677	0.226608	0.104205	16.801928	0.580630	378.066402	1400.000000	3.380446	1392.031254	4.500000	30.700178	3.385617	3.301550	6019.640290	-11.867840	0.000000	346.695186	1.008852	19.374530	32.180133	0.016560	56.997922
15:10:13.390	1600.000000	1604.299438	200.000000	199.758962	0.239562	0.148396	16.626658	-0.010658	377.797139	1400.000000	3.393946	1365.248232	4.500000	30.808996	3.395246	3.296398	5951.687171	-11.869870	0.000000	346.549654	1.009120	20.562939	31.566166	0.016605	57.031288
15:10:13.490	1600.000000	1607.135742	200.000000	196.988246	0.226311	0.131835	16.646907	0.075422	377.472243	1400.000000	3.382895	1431.175669	4.500000	31.416974	3.384661	3.301550	5859.524643	-11.888139	0.000000	346.389603	1.009388	20.089624	32.269072	0.016560	56.966819
15:10:13.590	1600.000000	1607.523193	200.000000	202.529677	0.232948	0.080510	16.859194	0.542509	377.389664	1400.000000	3.367723	1383.790324	4.500000	30.851298	3.408948	3.347919	5891.817913	-11.876975	0.000000	346.299092	1.009120	19.565085	34.529846	0.016514	57.067496
15:10:13.690	1600.000000	1602.756836	200.000000	202.529677	0.223667	-0.040831	16.673682	-0.074603	377.103745	1400.000000	3.400538	1381.730092	4.500000	30.808843	3.404011	3.337615	6081.450340	-11.876975	0.000000	346.216006	1.009388	20.421559	34.874126	0.016514	56.927544
15:10:13.790	1600.000000	1600.704224	200.000000	198.373604	0.228303	0.125850	16.797307	0.096942	377.224434	1400.000000	3.377469	1420.874507	4.500000	31.391918	3.378863	3.358223	5985.795171	-11.865810	0.000000	346.436626	1.009388	20.876433	33.924486	0.016514	56.941754
15:10:13.890	1600.000000	1607.393921	200.000000	201.144320	0.221224	0.087397	16.727841	0.473645	377.284849	1400.000000	3.375002	1346.706141	4.500000	30.981448	3.311512	3.353071	5849.381461	-11.875960	0.000000	346.377911	1.009388	21.175584	33.832678	0.016514	56.892514
15:10:13.990	1600.000000	1604.685669	200.000000	201.144320	0.217624	0.108058	16.723038	-0.097763	377.629121	1400.000000	3.394683	1398.211951	4.500000	30.781544	3.390062	3.389136	5997.704201	-11.871900	0.000000	346.334626	1.009120	21.062890	30.547671	0.016560	56.877977
15:10:14.090	1600.000000	1580.965210	200.000000	196.988246	0.225679	0.122160	16.817304	0.438598	378.023286	1400.000000	3.356248	1416.754042	4.500000	31.235008	3.371387	3.378832	6025.405699	-11.874945	0.000000	346.460882	1.008852	19.259787	34.217125	0.016514	56.948293
15:10:14.192	1600.000000	1595.914551	200.000000	199.758962	0.221127	0.081904	16.734580	0.044884	378.114441	1400.000000	3.379706	1392.031254	4.500000	30.946835	3.381529	3.389136	6030.351491	-11.875960	0.000000	346.434168	1.009388	19.675730	34.245815	0.016605	56.980626
15:10:14.292	1600.000000	1595.978271	200.000000	199.758962	0.234444	0.106255	16.617188	0.120511	378.238082	1400.000000	3.389600	1455.898458	4.500000	30.779426	3.389839	3.399440	5907.305873	-11.881034	0.000000	346.490563	1.009656	19.270032	32.243251	0.016560	56.860741
15:10:14.392	1600.000000	1573.069092	200.000000	199.758962	0.231890	0.132491	16.584872	0.477129	378.119427	1400.000000	3.377605	1418.814275	4.500000	30.826655	3.369880	3.409744	6331.727575	-11.862765	0.000000	346.478976	1.008852	19.304864	32.280548	0.016560	56.780919
15:10:14.492	1600.000000	1595.914551	200.000000	202.529677	0.227194	0.075099	16.695343	0.068044	378.171563	1400.000000	3.411536	1396.151718	4.500000	30.647272	3.381562	3.414897	6000.797766	-11.863780	0.000000	346.527127	1.008584	19.665485	34.128186	0.016560	57.038634
15:10:14.592	1600.000000	1583.030029	200.000000	202.529677	0.222519	0.103385	16.668553	0.001434	378.011469	1400.000000	3.396107	1453.838226	4.500000	30.722895	3.396294	3.409744	5996.279317	-11.887124	0.000000	346.514602	1.009656	19.759738	32.102670	0.016696	56.943035
15:10:14.692	1600.000000	1599.232422	200.000000	201.144320	0.232155	0.126997	16.676595	0.509921	377.791156	1400.000000	3.385399	1379.669859	4.500000	30.707043	3.367915	3.420049	6119.331583	-11.879004	0.000000	346.483612	1.009120	21.827160	33.442494	0.016514	56.922720
15:10:14.792	1600.000000	1591.469727	200.000000	201.144320	0.223679	0.134458	16.879376	-0.019676	377.705281	1400.000000	3.416325	1398.211951	4.500000	30.900651	3.381161	3.399440	5961.806443	-11.861750	0.000000	346.476947	1.008852	20.011763	33.651931	0.016514	56.965207
15:10:14.892	1600.000000	1607.071045	200.000000	199.758962	0.233706	0.107812	16.666383	0.148180	377.609000	1400.000000	3.380637	1414.693810	4.500000	30.898624	3.394233	3.430353	5877.875362	-11.887124	0.000000	346.341540	1.009120	19.405264	31.649367	0.016696	56.828997
15:10:14.992	1600.000000	1595.341675	200.000000	199.758962	0.228709	0.132573	16.656348	0.609938	377.565130	1400.000000	3.388987	1352.886838	4.500000	30.441425	3.400524	3.409744	6005.365460	-11.873930	0.000000	346.423543	1.009923	21.484980	33.479791	0.016560	56.729372
15:10:15.092	1600.000000	1592.673828	200.000000	199.758962	0.222943	0.117487	16.737736	0.144081	377.682525	1400.000000	3.397765	1412.633578	4.500000	30.928092	3.388963	3.404592	5927.825862	-11.836377	0.000000	346.404504	1.009120	20.720710	33.152725	0.016378	56.947493
15:10:15.183	1600.000000	1583.594116	200.000000	201.144320	0.223636	0.100187	16.715207	0.135063	377.551935	1400.000000	3.365511	1385.850556	4.500000	31.090367	3.403025	3.420049	6160.406136	-11.871900	0.000000	346.340248	1.008317	21.626360	32.203085	0.016469	56.742496
15:10:15.283	1600.000000	1594.514893	200.000000	196.988246	0.229228	0.081330	16.780354	0.144696	377.689271	1400.000000	3.393948	1373.489162	4.500000	31.132201	3.397568	3.414897	6016.586154	-11.882049	0.000000	346.642963	1.009120	21.089527	32.309238	0.016514	56.865783
15:10:15.383	1600.000000	1609.722778	200.000000	201.144320	0.225054	-0.112406	16.608399	-0.023160	377.520991	1400.000000	3.380493	1431.175669	4.500000	31.023308	3.389655	3.425201	5946.078857	-11.866825	0.000000	346.381873	1.009120	21.345650	33.597420	0.016560	56.874265
15:10:15.483	1600.000000	1592.800415	200.000000	199.758962	0.221816	0.107320	16.748327	0.220118	377.511336	1400.000000	3.372618	1381.730092	4.500000	31.174131	3.379456	3.420049	5846.746397	-11.871900	0.000000	346.375287	1.009388	20.987078	33.425280	0.016514	56.769153
15:10:15.583	1600.000000	1590.140991	200.000000	195.602888	0.222706	0.068786	16.532143	0.133218	377.533109	1400.000000	3.401656	1389.971021	4.500000	31.848024	3.272960	3.414897	6025.386315	-11.860735	0.000000	346.474313	1.009120	21.030107	30.995235	0.016560	56.646722
15:10:15.683	1600.000000	1610.695068	200.000000	195.602888	0.226399	0.256702	16.680907	0.012911	377.815850	1400.000000	3.377471	1431.175669	4.500000	31.053656	3.374278	3.425201	5812.056618	-11.862765	0.000000	346.477734	1.009120	20.091673	30.464469	0.016605	56.839006
15:10:15.783	1600.000000	1588.814697	200.000000	199.758962	0.218692	0.131343	16.722027	0.286318	377.965034	1400.000000	3.380412	1373.489162	4.500000	31.468462	3.354016	3.404592	5807.818681	-11.870885	0.000000	346.443942	1.009120	19.765885	32.928943	0.016605	56.787534
15:10:15.883	1600.000000	1588.814697	200.000000	196.988246	0.227118	0.072312	16.566679	0.206182	378.023080	1400.000000	3.401896	1394.091486	4.500000	32.231308	3.453202	3.430353	6175.206003	-11.858705	0.000000	346.588967	1.009120	20.829306	33.207236	0.016560	56.641251
15:10:15.983	1600.000000	1590.014526	200.000000	199.758962	0.233696	0.080429	16.696333	0.002664	378.302644	1400.000000	3.373247	1416.754042	4.500000	31.357051	3.398358	3.409744	6004.088499	-11.881034	0.000000	346.764643	1.009388	17.940243	33.029358	0.016514	56.770313
15:10:16.083	1600.000000	1591.279785	200.000000	199.758962	0.222121	0.126260	16.687964	0.351288	378.421929	1400.000000	3.382197	1334.344746	4.500000	31.566914	3.368994	3.430353	5989.624997	-11.868855	0.000000	346.575649	1.009120	21.374335	33.017882	0.016560	56.590918
15:10:16.202	1600.000000	1588.436279	200.000000	196.988246	0.231404	0.067720	16.634371	0.155968	378.458511	1400.000000	3.393980	1389.971021	4.500000	31.992149	3.371084	3.409744	6217.562147	-11.891184	0.000000	346.806278	1.009388	20.917413	32.917467	0.016514	56.490491
15:10:16.302	1600.000000	1596.870239	200.000000	198.373604	0.238094	0.222595	16.549304	-0.040786	378.768748	1400.000000	3.350738	1404.392648	4.500000	31.476718	3.394278	3.430353	5981.301167	-11.881034	0.000000	346.892502	1.009388	21.044449	31.810032	0.016560	56.668049
15:10:16.402	1600.000000	1594.896362	200.000000	201.144320	0.222876	0.108304	16.757514	0.287343	378.918862	1400.000000	3.375398	1342.585676	4.500000	30.728821	3.364757	3.435505	5961.604351	-11.879004	0.000000	346.957047	1.009388	20.425657	32.326452	0.016514	56.609896
15:10:16.502	1600.000000	1598.209961	200.000000	198.373604	0.228426	0.066163	16.610370	0.136293	378.944655	1400.000000	3.382374	1389.971021	4.500000	31.595448	3.445958	3.435505	5959.416584	-11.874945	0.000000	347.138365	1.008852	20.353943	31.405502	0.016560	56.476255
15:10:16.602	1600.000000	1587.175537	200.000000	202.529677	0.241330	0.120684	16.551121	0.839075	379.142263	1400.000000	3.349261	1414.693810	4.500000	31.765143	3.394267	3.440657	5950.717627	-11.869870	0.000000	347.192380	1.009388	19.249542	33.583075	0.016605	56.494006
15:10:16.702	1600.000000	1599.424072	200.000000	203.915035	0.230922	0.121996	16.577069	0.199828	379.203936	1400.000000	3.370143	1344.645908	4.500000	30.766871	3.372132	3.425201	5944.434064	-11.889154	0.000000	347.232774	1.009388	19.466734	31.775604	0.016514	56.453020
15:10:16.802	1600.000000	1601.986328	200.000000	196.988246	0.232693	0.076985	16.590834	0.151049	379.391202	1400.000000	3.382699	1400.272183	4.500000	31.915362	3.398845	3.445809	6161.837552	-11.872915	0.000000	347.428913	1.008852	21.685781	32.977716	0.016560	56.308509
15:10:16.902	1600.000000	1597.507935	200.000000	198.373604	0.239089	0.155037	16.552331	-0.045500	379.561205	1400.000000	3.345981	1398.211951	4.500000	31.965430	3.401279	3.430353	6119.651875	-11.880019	0.000000	347.376728	1.009388	19.905216	34.524108	0.016514	56.590498
15:10:17.002	1600.000000	1603.784912	200.000000	199.758962	0.228126	0.110518	16.618247	0.089564	379.781096	1400.000000	3.371499	1357.007303	4.500000	31.621082	3.378731	3.456113	5907.560973	-11.887124	0.000000	347.499832	1.009120	20.605967	33.680621	0.016469	56.365394
15:10:17.102	1600.000000	1607.135742	200.000000	199.758962	0.232104	0.062965	16.608418	0.146130	380.028405	1400.000000	3.370406	1410.573345	4.500000	31.934793	3.419091	3.440657	6161.415597	-11.883064	0.000000	347.674051	1.009388	19.399118	32.203085	0.016560	56.350934
15:10:17.200	1600.000000	1581.715454	200.000000	196.988246	0.240631	0.076411	16.699158	-0.006764	380.199357	1400.000000	3.347938	1383.790324	4.500000	32.066499	3.399563	3.450961	5984.393971	-11.881034	0.000000	347.737102	1.009388	19.140946	32.094063	0.016650	56.474506
15:10:17.300	1600.000000	1592.229980	200.000000	201.144320	0.227896	0.101007	16.631941	0.149205	380.158786	1400.000000	3.373370	1363.188000	4.500000	31.711007	3.374682	3.487026	5959.669380	-11.871900	0.000000	347.773479	1.009656	21.462442	33.118297	0.016696	56.299955
15:10:17.400	1600.000000	1602.885254	200.000000	201.144320	0.230976	0.114289	16.492337	0.215814	379.981570	1400.000000	3.359743	1410.573345	4.500000	31.809937	3.378879	3.466418	5827.267290	-11.885094	0.000000	347.979120	1.009388	19.300766	32.283417	0.016605	56.234540
15:10:17.500	1600.000000	1603.913452	200.000000	202.529677	0.234815	0.056242	16.622059	0.079111	380.113308	1400.000000	3.347233	1383.790324	4.500000	31.864853	3.390236	3.466418	5910.515819	-11.877989	0.000000	348.016997	1.008852	18.751639	32.444081	0.016514	56.404832
15:10:17.600	1600.000000	1606.812988	200.000000	199.758962	0.227447	0.092481	16.581701	0.048368	380.034599	1400.000000	3.369832	1377.609627	4.500000	32.250133	3.397514	3.476722	5738.649610	-11.875960	0.000000	347.946368	1.009120	19.556889	32.753933	0.016469	56.242559
15:10:17.700	1600.000000	1612.838257	200.000000	199.758962	0.238967	0.125768	16.747627	0.109854	380.205256	1400.000000	3.356206	1420.874507	4.500000	31.627276	3.367263	3.466418	5914.342080	-11.879004	0.000000	348.189620	1.009120	20.220759	34.845436	0.016605	56.222164
15:10:17.800	1600.000000	1585.477051	200.000000	202.529677	0.233648	0.053865	16.631289	0.301484	380.102628	1400.000000	3.351507	1379.669859	4.500000	31.723590	3.383246	3.471570	5767.835255	-11.879004	0.000000	348.069399	1.009388	19.696220	34.922899	0.016560	56.165088
15:10:17.900	1600.000000	1595.659790	200.000000	201.144320	0.228902	0.083544	16.659972	-0.116824	380.164466	1400.000000	3.373077	1398.211951	4.500000	31.769437	3.400649	3.466418	5748.083508	-11.902348	0.000000	348.084843	1.009120	21.118213	33.712180	0.016560	56.161598
15:10:18.000	1600.000000	1610.889648	200.000000	201.144320	0.225259	0.131999	16.516341	0.155558	380.258216	1400.000000	3.352497	1418.814275	4.500000	31.456317	3.363849	3.481874	5927.030967	-11.883064	0.000000	348.253497	1.008584	21.091576	33.198629	0.016514	56.142196
15:10:18.100	1600.000000	1608.169556	200.000000	199.758962	0.233991	0.067556	16.455775	-0.024800	380.366256	1400.000000	3.360847	1377.609627	4.500000	31.662739	3.376081	3.466418	5984.510406	-11.884079	0.000000	348.284463	1.009656	20.288375	34.547060	0.016514	55.997225
15:10:18.201	1600.000000	1591.976440	200.000000	199.758962	0.229330	0.084446	16.611996	0.059436	380.407066	1400.000000	3.371857	1435.296134	4.500000	32.565222	3.400956	3.487026	5935.721387	-11.874945	0.000000	348.420377	1.009120	20.058889	35.379071	0.016605	56.208924
15:10:18.301	1600.000000	1610.435791	200.000000	199.758962	0.228385	0.116995	16.668920	0.577965	380.648457	1400.000000	3.351106	1408.513113	4.500000	31.670714	3.368716	3.487026	6063.627662	-11.881034	0.000000	348.463510	1.009388	21.300572	34.096627	0.016424	55.984293
15:10:18.401	1600.000000	1616.226807	200.000000	199.758962	0.234741	0.052635	16.575075	0.000614	380.819037	1400.000000	3.380487	1400.272183	4.500000	31.510856	3.375161	3.497330	6092.566862	-11.858705	0.000000	348.862492	1.009120	20.415412	34.102365	0.016424	56.031971
15:10:18.501	1600.000000	1610.695068	200.000000	199.758962	0.230031	0.072230	16.533122	0.107599	381.201194	1400.000000	3.368921	1451.777993	4.500000	32.528655	3.391496	3.461265	6135.361000	-11.827242	0.000000	348.804350	1.009120	19.306913	32.564579	0.016469	56.002830
15:10:18.602	1600.000000	1611.473755	200.000000	198.373604	0.227079	0.120356	16.480420	0.585959	381.374001	1400.000000	3.365166	1383.790324	4.500000	31.633549	3.358050	3.497330	6024.366321	-11.872915	0.000000	348.866174	1.009120	19.003664	33.184284	0.016741	55.938998
15:10:18.702	1600.000000	1618.253784	200.000000	199.758962	0.232408	0.064277	16.444332	-0.057592	381.532097	1400.000000	3.393088	1416.754042	4.500000	31.466067	3.364717	3.507634	6136.887174	-11.872915	0.000000	349.159484	1.009656	19.456489	34.294588	0.016560	55.769128
15:10:18.802	1600.000000	1611.538696	200.000000	199.758962	0.221891	0.083298	16.446080	0.065789	381.918660	1400.000000	3.360576	1412.633578	4.500000	32.415768	3.388471	3.476722	6152.119753	-11.889154	0.000000	349.285173	1.009120	20.360090	34.635999	0.016514	55.919926
15:10:18.902	1600.000000	1612.187988	200.000000	201.144320	0.223217	0.098630	16.488646	0.550912	382.162687	1400.000000	3.377081	1369.368697	4.500000	31.473394	3.359791	3.476722	5948.921825	-11.888139	0.000000	349.365898	1.009923	21.327209	31.936268	0.016560	55.885791
15:10:19.002	1600.000000	1602.756836	200.000000	199.758962	0.229838	0.047224	16.629818	-0.201469	382.487317	1400.000000	3.376245	1416.754042	4.500000	31.116230	3.367118	3.497330	6163.146231	-11.860735	0.000000	349.511621	1.009388	19.929804	35.818028	0.016469	55.848612
15:10:19.102	1600.000000	1617.403442	200.000000	199.758962	0.225639	0.058866	16.446767	0.365020	382.849171	1400.000000	3.353863	1404.392648	4.500000	31.296631	3.374030	3.507634	6073.195693	-11.872915	0.000000	349.923662	1.009388	19.921608	33.431018	0.016514	56.095320
15:10:19.203	1600.000000	1606.490112	200.000000	201.144320	0.220925	0.101991	16.599584	0.093253	383.011681	1400.000000	3.376977	1398.211951	4.500000	32.008908	3.346071	3.456113	6047.296538	-11.892199	0.000000	349.801610	1.009388	20.319110	32.042421	0.016650	55.894007
15:10:19.303	1600.000000	1590.394043	200.000000	201.144320	0.224869	0.080756	16.564320	0.037916	383.235539	1400.000000	3.371677	1451.777993	4.500000	31.065572	3.347979	3.523091	6209.834542	-11.864795	0.000000	350.063887	1.009388	19.563036	32.547365	0.016514	55.788576
15:10:19.403	1600.000000	1602.821045	200.000000	198.373604	0.222253	0.070426	16.349617	0.525088	383.530966	1400.000000	3.368696	1373.489162	4.500000	30.773264	3.367911	3.487026	6077.925596	-11.882049	0.000000	350.184970	1.009388	19.384775	32.510068	0.016560	55.746715
15:10:19.503	1600.000000	1604.750122	200.000000	199.758962	0.219272	-0.037306	16.532737	-0.121742	383.807209	1400.000000	3.397561	1431.175669	4.500000	30.954872	3.356575	3.471570	6063.431664	-11.880019	0.000000	350.248120	1.009388	20.368286	34.681903	0.016560	55.762274
15:10:19.603	1600.000000	1617.861206	200.000000	202.529677	0.222572	0.114863	16.529883	0.064149	384.219550	1400.000000	3.359470	1435.296134	4.500000	30.057841	3.349376	3.487026	6288.829891	-11.886109	0.000000	350.577824	1.009656	20.485078	31.569035	0.016605	55.870387
15:10:19.703	1600.000000	1597.763062	200.000000	198.373604	0.213981	0.063621	16.710542	0.385515	384.403893	1400.000000	3.388508	1385.850556	4.500000	30.802504	3.288557	3.502482	6121.285040	-11.864795	0.000000	350.743076	1.008584	20.999372	33.611765	0.016560	55.956223
15:10:19.803	1600.000000	1593.752441	200.000000	201.144320	0.218223	0.089611	16.477746	-0.073784	384.351466	1400.000000	3.393337	1441.476831	4.500000	30.980153	3.359539	3.507634	6062.532795	-11.866825	0.000000	350.758607	1.009656	20.716612	34.056461	0.016605	55.778084
15:10:19.903	1600.000000	1582.090698	200.000000	201.144320	0.226417	0.119783	16.482888	0.214995	384.251328	1400.000000	3.369496	1402.332416	4.500000	30.719569	3.333022	3.492178	6081.286285	-11.872915	0.000000	350.792633	1.009656	21.708319	31.864543	0.016560	55.784411
15:10:20.003	1600.000000	1597.571777	200.000000	198.373604	0.212128	0.062227	16.494741	0.049393	384.051437	1400.000000	3.398447	1451.777993	4.500000	31.152628	3.344068	3.502482	5908.554513	-11.869870	0.000000	350.780860	1.009120	19.688024	35.020445	0.016605	55.725490
15:10:20.103	1600.000000	1590.963257	200.000000	202.529677	0.221330	0.066245	16.448959	0.183022	383.672623	1400.000000	3.380701	1427.055204	4.500000	30.386014	3.359545	3.497330	5731.238217	-11.895244	0.000000	350.843509	1.009388	20.300669	31.847329	0.016605	55.675771
15:10:20.192	1600.000000	1595.405151	200.000000	201.144320	0.224924	0.120520	16.610195	0.055337	383.506773	1400.000000	3.407678	1398.211951	4.500000	30.902060	3.330018	3.507634	5936.722612	-11.873930	0.000000	350.882400	1.009388	19.630652	32.039552	0.016605	55.658235
15:10:20.292	1600.000000	1589.825195	200.000000	199.758962	0.212396	0.093874	16.588928	0.094277	383.333714	1400.000000	3.398601	1435.296134	4.500000	31.694035	3.329046	3.487026	5844.851144	-11.867840	0.000000	351.045371	1.008584	20.882580	32.705160	0.016514	55.782937
